abs_hour,hod,arrivals,acuity_mean
437,5,22,0.5092851557835073
438,6,11,0.6179296133913846
439,7,18,0.5494073800731649
440,8,32,0.44025091293178503
441,9,21,0.5201270741684014
442,10,18,0.45598061482640084
443,11,14,0.51105419518164
444,12,18,0.6739023206913621
445,13,12,0.47102309580426777
446,14,16,0.5697818995312277
447,15,14,0.5334435735251214
448,16,13,0.4741667786193583
449,17,14,0.42300708850874674
450,18,15,0.4653537750293758
451,19,10,0.5224854809612167
452,20,8,0.45616554466549614
453,21,11,0.515730422491309
454,22,14,0.5116915033052379
455,23,13,0.4255748377480311
456,0,14,0.4115778900219575
457,1,12,0.465600215006761
458,2,9,0.6222518635925142
459,3,17,0.4591069437288829
460,4,12,0.4959001646513273
461,5,9,0.45166909794044674
462,6,18,0.514383079965137
463,7,10,0.45570769097690417
464,8,16,0.4670201536154682
465,9,14,0.4429119574261975
466,10,21,0.4462668304056892
467,11,14,0.46170477887609457
468,12,14,0.5108491969980562
469,13,22,0.5266391409939668
470,14,11,0.4407901740823311
471,15,14,0.40990389655062065
472,16,17,0.37406257137907367
473,17,20,0.5693214501101537
474,18,14,0.36554991298870443
475,19,21,0.3002598631357096
476,20,16,0.5075624697377793
477,21,5,0.5851865528919701
478,22,14,0.5940029313509018
479,23,8,0.5024257370615821
480,0,4,0.1548988585662392
481,1,6,0.4807532234629939
482,2,10,0.68454730732184
483,3,6,0.534280548072685
484,4,11,0.6046744600911411
485,5,5,0.4550369743345285
486,6,14,0.48257614423726475
487,7,16,0.4237126173715518
488,8,19,0.47462870405057195
489,9,19,0.49979352068910027
490,10,23,0.311874581191549
491,11,29,0.4093741514684275
492,12,20,0.5589640433378439
493,13,15,0.5044507536421446
494,14,22,0.39694480071719807
495,15,21,0.4256357268324538
496,16,15,0.6084996236681444
497,17,22,0.5430249609789195
498,18,13,0.49022126304128144
499,19,20,0.5699096638535561
500,20,10,0.46628292003089866
501,21,11,0.5654402321500926
502,22,6,0.5251616530331396
503,23,10,0.41341110514934964
504,0,8,0.6667876598157171
505,1,9,0.5775290058457391
506,2,16,0.6531824918092239
507,3,13,0.30896841268259156
508,4,14,0.5465327424154747
509,5,17,0.5327237632184749
510,6,21,0.4726775434137894
511,7,18,0.4497513565727357
512,8,22,0.5060085441407037
513,9,30,0.4894540573502754
514,10,22,0.44940412878819463
515,11,28,0.5046603751690595
516,12,22,0.354637019626285
517,13,17,0.4557554951509213
518,14,14,0.46956250653642756
519,15,8,0.33853798005645885
520,16,16,0.47159353981468144
521,17,12,0.45907591949087795
522,18,10,0.6893066615698353
523,19,7,0.6247741459670484
524,20,10,0.5023201591563003
525,21,18,0.5070796067368929
526,22,11,0.4876338640147114
527,23,9,0.44571954973511435
528,0,10,0.5435123715221054
529,1,7,0.47239856220982634
530,2,8,0.4582783675884267
531,3,16,0.6088495706826356
532,4,17,0.49183835024095696
533,5,17,0.36160495919539026
534,6,21,0.5387405191763159
535,7,18,0.5450340775383934
536,8,22,0.44743185138490715
537,9,27,0.4783059354393465
538,10,22,0.49490295805384066
539,11,15,0.3613645201108435
540,12,14,0.6337737372463917
541,13,12,0.42017818219478914
542,14,18,0.5165316256521495
543,15,17,0.559745595051531
544,16,13,0.4963655174084213
545,17,16,0.4693697197739032
546,18,4,0.704671067825356
547,19,9,0.567740237147302
548,20,15,0.4187411041475649
549,21,11,0.4311149352791268
550,22,8,0.49581502063863847
551,23,13,0.4096880419590747
552,0,10,0.5146667602110572
553,1,16,0.3394477953696942
554,2,11,0.5688223949332044
555,3,11,0.40300644898752014
556,4,24,0.6045163250583926
557,5,20,0.5354180978944049
558,6,23,0.49328620685912095
559,7,11,0.6200668270717522
560,8,22,0.5680867625251519
561,9,19,0.45638011736254613
562,10,23,0.5904381168591119
563,11,22,0.5057352957660447
564,12,16,0.5704626086757851
565,13,28,0.4999859189343599
566,14,25,0.412024341237113
567,15,16,0.4556552934066073
568,16,20,0.555666587171162
569,17,16,0.47981027054935316
570,18,15,0.4545863530380476
571,19,12,0.4867427382074794
572,20,10,0.27439587641026386
573,21,9,0.5323069768759939
574,22,11,0.38621738334565925
575,23,7,0.286730219439856
576,0,5,0.45431314474180784
577,1,7,0.45090496534365787
578,2,7,0.30196795010038036
579,3,4,0.5069739558856836
580,4,10,0.4622535227422354
581,5,6,0.4455233446064992
582,6,12,0.4608987679090959
583,7,16,0.5078714771770756
584,8,24,0.48008422067887163
585,9,21,0.4896542859537896
586,10,21,0.4878104163502335
587,11,25,0.47037794380002107
588,12,23,0.41064519550709966
589,13,26,0.43232138492388034
590,14,26,0.5235738905942655
591,15,23,0.44346109732341965
592,16,19,0.5048772944312497
593,17,14,0.5920527582638352
594,18,20,0.5653383411814676
595,19,10,0.5342674577843944
596,20,5,0.4801513741079962
597,21,8,0.3564625356122315
598,22,3,0.38477015549074706
599,23,5,0.2981811922012499
600,0,5,0.4349198031864255
601,1,4,0.6211083276306112
602,2,8,0.5108234072813639
603,3,9,0.5429238186437891
604,4,6,0.5343633742396984
605,5,14,0.5376089061613316
606,6,15,0.5932731152827678
607,7,16,0.5431021455070725
608,8,27,0.41505466414751885
609,9,20,0.4056468485253869
610,10,17,0.35203626391517595
611,11,23,0.47087819870560665
612,12,16,0.3621081349065881
613,13,24,0.4683988580982323
614,14,21,0.5127369538033769
615,15,26,0.5224599899402808
616,16,9,0.7278320773639675
617,17,14,0.45384789794046126
618,18,13,0.4486425662198724
619,19,12,0.46324643018926714
620,20,6,0.3929005561959953
621,21,6,0.5015193773582668
622,22,8,0.3612306994228313
623,23,5,0.552300325404003
624,0,6,0.48954004311393523
625,1,10,0.47393049941369664
626,2,14,0.4390932352903084
627,3,14,0.3500732631125179
628,4,16,0.5171892421815661
629,5,20,0.604403428844755
630,6,17,0.49938209900238073
631,7,26,0.5593863922666131
632,8,22,0.49628535794384127
633,9,28,0.47404740767316994
634,10,17,0.5628765051419542
635,11,19,0.46682707677742374
636,12,24,0.49731207593961285
637,13,22,0.4526218036512548
638,14,17,0.5952251604815191
639,15,9,0.6629720447973328
640,16,10,0.5043443354904654
641,17,11,0.4529293668823902
642,18,12,0.5099054833824507
643,19,9,0.5696898547931478
644,20,8,0.4542424401968169
645,21,5,0.39849943600752086
646,22,6,0.4095587110127959
647,23,12,0.39033692170338824
648,0,7,0.3782676977317257
649,1,15,0.5681162974986644
650,2,14,0.5084519424539647
651,3,19,0.4832270286031514
652,4,18,0.36310722706990123
653,5,20,0.5199659220121519
654,6,22,0.4563761974287839
655,7,21,0.4770491793762383
656,8,19,0.4689908590999065
657,9,18,0.5627800167534612
658,10,19,0.41803546443834866
659,11,17,0.4816186447444551
660,12,13,0.5268432142972304
661,13,17,0.5392491728573058
662,14,20,0.4998910369258704
663,15,14,0.44652824767620125
664,16,13,0.31099532025742194
665,17,9,0.5914490652802536
666,18,18,0.5296795275808424
667,19,10,0.4131308942735007
668,20,8,0.5911588286990013
669,21,16,0.355169732628067
670,22,11,0.4627716365168739
671,23,16,0.47134421125116566
672,0,6,0.6206355563908551
673,1,14,0.5572757320588376
674,2,7,0.5414093027262512
675,3,17,0.41397677819437495
676,4,21,0.4565378902357076
677,5,15,0.3826207010458394
678,6,19,0.42344885228063983
679,7,16,0.4337291030806393
680,8,24,0.5234397258227311
681,9,15,0.39049593183565323
682,10,17,0.4837800263242357
683,11,12,0.650781414169443
684,12,16,0.4891025715914968
685,13,16,0.5466670422132324
686,14,9,0.523124050077461
687,15,14,0.5010360254610509
688,16,11,0.45131809519130156
689,17,15,0.3953957889303682
690,18,14,0.49969983999111456
691,19,15,0.6041302703175199
692,20,17,0.46450401219237164
693,21,13,0.4602327847062774
694,22,7,0.5661460853799394
695,23,12,0.5013173640896239
696,0,3,0.894619684560228
697,1,8,0.3850440438753231
698,2,7,0.4464282973746657
699,3,7,0.4501412021261982
700,4,11,0.5674479791031865
701,5,13,0.5348324197008447
702,6,17,0.5197582943191225
703,7,19,0.4474220685950068
704,8,17,0.5555409824241304
705,9,21,0.6033649642043072
706,10,14,0.5559501351244748
707,11,28,0.46500645317267775
708,12,19,0.40837793723361815
709,13,16,0.45030337047623775
710,14,25,0.54144528460128
711,15,13,0.41649584759640795
712,16,10,0.2902902478982849
713,17,14,0.6333361361070473
714,18,9,0.5748887645038445
715,19,6,0.6855429386538288
716,20,9,0.3163007860857314
717,21,4,0.36060465434201605
718,22,9,0.22994464845526322
719,23,6,0.5659897652774197
